"x","y"
286.139534786344,791.94687330164
830.447626067325,646.774860331789
641.745518893003,424.334690673277
519.095949130133,95.0682680122554
736.588314641267,3.46770393662155
134.66659723781,531.133668962866
656.992290401831,524.307115934789
705.064784036949,213.185554603115
457.74177624844,716.9320799876
719.112251652405,961.343576200306
934.672247152776,518.266599625349
255.428824340925,174.528022296727
462.292822543532,562.540134880692
940.014522755519,759.258169680834
978.226428385824,666.971337515861
117.487361654639,224.872923223302
474.997081561014,345.849762437865
560.332746244967,319.831759901717
904.031387297437,904.898397624493
138.710167724639,199.198380112648
988.891728920862,680.96301658079
946.668232558295,137.517758645117
82.4375580996275,106.99468688108
514.211784349754,92.8593957796693
390.203467104584,916.448955191299
905.738130910322,277.060435852036
446.969628101215,885.793877299875
836.004259996116,772.864649537951
737.595617771149,795.051236171275
811.055141268298,205.673593096435
388.108282815665,48.1933229602873
685.169729404151,38.8159311842173
3.94833879545331,284.574129851535
832.916080253199,348.809832474217
7.33414688147604,737.453325418755
207.658972823992,251.663581235334
906.601407798007,517.437003087252
611.778643447906,759.444722672924
379.559240536764,636.084527941421
435.771584976465,203.9406853728
37.4310328625143,993.045282084495
973.539913771674,0.405043363571167
431.751248892397,206.570025067776
957.576596643776,634.028090629727
887.754905503243,17.2918252646923
639.978769468144,26.7354713287205
970.966610359028,607.84059506841
618.838207330555,570.541352732107
333.427211269736,245.853347936645
346.748248208314,919.525086414069
398.48541142419,672.216201666743
784.692775690928,645.450439304113
38.936491124332,208.285454660654
748.795386170968,480.617735767737
677.27683018893,986.518583260477
171.264330390841,993.119847727939
261.087963823229,450.774036580697
514.412934659049,714.848786126822
675.60727451928,316.561612533405
982.817197917029,833.687560632825
759.544267551973,433.975581545383
566.488424083218,995.992258191109
849.689718568698,805.811213329434
189.47393540293,486.242167418823
271.286614704877,538.772000931203
828.158485237509,341.039908351377
693.204820388928,52.0156044512987
240.544739644974,458.723113173619
42.9887960199267,498.156590387225
140.479094116017,282.764225266874
216.38541505672,776.445082388818
479.398564202711,303.8527618628
197.410342283547,515.551181975752
719.355837674811,477.950773201883
7.88473873399198,768.852224573493
375.489964615554,163.928855676204
514.407708309591,441.774149890989
1.57055421732366,523.407669737935
581.604002509266,476.919188629836
157.905208179727,524.643287761137
359.028305858374,685.228247195482
645.631878403947,351.792022120208
775.823362637311,839.631285285577
563.646841561422,921.913691563532
233.703398611397,106.309621362016
89.9805163498968,206.528918119147
85.6120649259537,486.642911797389
305.218369467184,323.822023812681
667.426514672115,471.713925013319
0.238896580412984,586.088502081111
208.569956943393,223.950012587011
933.034127345309,734.029720071703
925.644748611376,150.484099052846
734.094301005825,697.553366888314
333.071983419359,264.107904862612
515.063329832628,426.464922260493
743.974646320567,721.333573339507
619.159240042791,474.471707129851
626.24534452334,338.586960919201
217.157698236406,240.592138841748
216.567310970277,216.259677894413
388.945028651506,242.05811903812
942.455691983923,564.904673025012
962.608013767749,712.568088900298
739.85527921468,108.096597949043
733.24590572156,519.075873540714
535.761289997026,852.190344594419
2.27296608500183,714.631942100823
608.937452547252,313.981684856117
836.801559431478,115.817142417654
751.522562699392,575.004067504779
452.731572557241,831.371922045946
535.789993824437,520.339757902548
537.37669531256,694.011028623208
1.38084357604384,499.903989490122
355.665953829885,354.160398710519
612.133090151474,964.804159011692
