"x","y"
57.6738903764635,782.619385281578
705.398411257192,622.142174979672
313.495099078864,991.453166352585
543.032635003328,821.008727652952
679.10094698891,390.078243101016
506.703596794978,75.3972737584263
182.971696835011,366.280985064805
872.258510673419,347.960608080029
390.723902266473,44.0414869226515
158.795495284721,853.476142510772
650.412515969947,920.487133320421
263.155440334231,879.857558058575
475.916887167841,38.7710630893707
669.038294814527,20.7171337679029
246.299882186577,772.143200738356
210.573755437508,139.970479533076
28.31623214297,699.164252495393
114.114796509966,66.691626328975
964.365507941693,923.809085506946
874.456224264577,938.339588465169
166.803794680163,466.558892279863
10.0468276068568,674.607170978561
361.999894259498,10.9306948725134
156.58515249379,506.029514595866
865.839518606663,17.4183410126716
571.501228259876,267.763111740351
714.413354638964,586.255493108183
411.504918010905,76.8161194864661
980.505775194615,153.226537397131
157.927647698671,703.905647853389
929.121274501085,25.7166000083089
36.0845169052482,980.302682612091
49.3182444479316,643.272859975696
670.298668090254,950.63324435614
580.290413228795,215.35864751786
401.726499898359,980.141838779673
235.460963798687,973.991553997621
210.110399173573,492.380964569747
436.817796668038,327.167260460556
942.673325072974,633.613598300144
768.601323710755,309.727919986472
102.143192198128,988.044313387945
358.18919306621,5.72155439294875
106.515756575391,523.080064216629
495.973137905821,174.315835116431
43.2361767161638,225.523620145395
719.984647352248,303.186037344858
130.572574445978,627.669743495062
384.650883730501,285.97310022451
710.542950546369,515.723121119663
81.6010816488415,18.1982966605574
845.235103275627,711.36014140211
466.098212637007,272.617706563324
375.829364173114,625.524150207639
245.69636862725,554.306676611304
574.321437161416,460.666278610006
218.720429344103,674.82461547479
648.097075056285,602.646890562028
959.440713515505,156.485933810472
556.512010516599,788.188283331692
676.004718290642,98.6830536276102
540.608358336613,703.884106129408
452.963994583115,978.161389240995
393.361087189987,401.923356810585
953.07327574119,800.657544285059
664.802656974643,33.0987263005227
123.235865263268,390.97334863618
605.292625492439,665.885783731937
483.80367225036,292.204313213006
595.699497731403,889.18208074756
861.903129378334,462.304727640003
906.847671838477,119.480560068041
934.750027488917,979.679296957329
59.865496121347,467.888330109417
812.106728320941,212.288167094812
84.711509058252,239.349422510713
623.455518158153,152.213167166337
330.466138897464,98.237793892622
970.10646876879,540.607765549794
918.470942182466,664.213600568473
339.261141372845,484.574299072847
701.759758871049,359.108900651336
180.341957369819,43.206287547946
154.855574015528,229.570336872712
708.321882411838,68.3301968965679
241.08847999014,825.122462585568
209.434099728242,803.137109847739
223.324141697958,920.662018703297
701.505981851369,132.842877646908
